,Experiment_ID,Genome,tissue
51991,SRX4912164,hg19,primary glioblastoma
51992,SRX4912165,hg19,primary glioblastoma
51993,SRX4917236,hg19,human breast adenocarcinoma
51994,SRX4917237,hg19,human breast adenocarcinoma
51995,SRX4917238,hg19,human breast adenocarcinoma
51996,SRX4917239,hg19,human breast adenocarcinoma
51997,SRX4917240,hg19,human breast adenocarcinoma
51998,SRX4917241,hg19,human breast adenocarcinoma
51999,SRX4922855,hg19,basal breast cancer cells
52000,SRX4922856,hg19,basal breast cancer cells
52001,SRX4922857,hg19,basal breast cancer cells
52002,SRX4922858,hg19,basal breast cancer cells
52003,SRX4922859,hg19,basal breast cancer cells
52004,SRX4922860,hg19,basal breast cancer cells
52005,SRX4922861,hg19,basal breast cancer cells
52006,SRX4922862,hg19,basal breast cancer cells
52007,SRX4922863,hg19,basal breast cancer cells
52008,SRX4922864,hg19,basal breast cancer cells
52009,SRX4925772,hg19,invasive breast carcinoma
52010,SRX4925773,hg19,invasive breast carcinoma
52073,SRX4933919,hg19,lung cancer
52074,SRX4933920,hg19,lung cancer
52075,SRX4933921,hg19,lung cancer
52076,SRX4933922,hg19,lung cancer
52077,SRX4933923,hg19,lung cancer
52078,SRX4933924,hg19,lung cancer
52079,SRX4933925,hg19,lung cancer
52080,SRX4933926,hg19,lung cancer
52081,SRX4933927,hg19,lung cancer
52082,SRX4933928,hg19,lung cancer
52083,SRX4933929,hg19,lung cancer
52201,SRX4957366,hg19,cell line
52202,SRX4957367,hg19,cell line
52203,SRX4957368,hg19,cell line
52204,SRX4957369,hg19,cell line
52268,SRX4975555,hg19,peripheral blood
52269,SRX4975556,hg19,peripheral blood
52270,SRX4975565,hg19,peripheral blood
52357,SRX4996447,hg19,neonatal foreskin
52358,SRX4996448,hg19,neonatal foreskin
52359,SRX4996449,hg19,neonatal foreskin
52360,SRX4996450,hg19,neonatal foreskin
52361,SRX4996451,hg19,neonatal foreskin
52362,SRX4996452,hg19,neonatal foreskin
52363,SRX4996453,hg19,neonatal foreskin
52364,SRX4996454,hg19,neonatal foreskin
52365,SRX4996455,hg19,neonatal foreskin
52366,SRX4996456,hg19,neonatal foreskin
52388,SRX5007090,hg19,human pbmc
52389,SRX5007091,hg19,human pbmc
52390,SRX5007092,hg19,human pbmc
52391,SRX5007093,hg19,human pbmc
52415,SRX502069,hg19,prostate tumor tissue
52416,SRX502070,hg19,prostate tumor tissue
52417,SRX502071,hg19,prostate tumor tissue
52418,SRX502072,hg19,prostate tumor tissue
52419,SRX502073,hg19,prostate tumor tissue
52563,SRX5066991,hg19,embryo
52564,SRX5066992,hg19,embryo
52797,SRX5090135,hg19,ovary
52813,SRX5090151,hg19,ovary
52847,SRX5090185,hg19,omental fat pad
52881,SRX5123054,hg19,colorectal carcinoma
52882,SRX5123055,hg19,colorectal carcinoma
52883,SRX5123056,hg19,colorectal carcinoma
52884,SRX5123057,hg19,colorectal carcinoma
52885,SRX5123058,hg19,colorectal carcinoma
52886,SRX5123059,hg19,colorectal carcinoma
52887,SRX5123060,hg19,colorectal carcinoma
52888,SRX5123061,hg19,colorectal carcinoma
52889,SRX5123062,hg19,colorectal carcinoma
52980,SRX5126852,hg19,liver
52981,SRX5126853,hg19,liver
52982,SRX5126854,hg19,liver
52983,SRX5126855,hg19,liver
52984,SRX5126856,hg19,liver
52985,SRX5126857,hg19,liver
52986,SRX5126858,hg19,liver
52987,SRX5126859,hg19,liver
52988,SRX5126860,hg19,liver
52989,SRX5126861,hg19,liver
52990,SRX5126862,hg19,liver
52991,SRX5126863,hg19,liver
52992,SRX5126864,hg19,liver
52993,SRX5126865,hg19,liver
52994,SRX5126866,hg19,liver
52995,SRX5126867,hg19,liver
52996,SRX5126868,hg19,liver
52997,SRX5126869,hg19,liver
52998,SRX5126870,hg19,liver
52999,SRX5126871,hg19,liver
53000,SRX5126872,hg19,liver
53001,SRX5126873,hg19,liver
53002,SRX5126874,hg19,liver
53003,SRX5126875,hg19,liver
53004,SRX5126876,hg19,liver
53005,SRX5126877,hg19,liver
53006,SRX5126878,hg19,liver
53007,SRX5126879,hg19,liver
53008,SRX5126880,hg19,liver
53009,SRX5126881,hg19,liver
53010,SRX5126882,hg19,liver
53011,SRX5126883,hg19,liver
53084,SRX5162018,hg19,peripheral blood
53085,SRX5162019,hg19,peripheral blood
53086,SRX5162020,hg19,peripheral blood
53087,SRX5162021,hg19,peripheral blood
53088,SRX5162022,hg19,peripheral blood
53089,SRX5162023,hg19,peripheral blood
53090,SRX5162024,hg19,peripheral blood
53091,SRX5162025,hg19,peripheral blood
53092,SRX5162026,hg19,peripheral blood
53093,SRX5162027,hg19,peripheral blood
53094,SRX5162028,hg19,peripheral blood
53095,SRX5162029,hg19,peripheral blood
53096,SRX5162030,hg19,peripheral blood
53097,SRX5162031,hg19,peripheral blood
53098,SRX5162032,hg19,peripheral blood
53099,SRX5162033,hg19,peripheral blood
53100,SRX5162034,hg19,peripheral blood
53101,SRX5162035,hg19,peripheral blood
53102,SRX5162036,hg19,peripheral blood
53103,SRX5162037,hg19,peripheral blood
53104,SRX5162038,hg19,peripheral blood
53105,SRX5162039,hg19,peripheral blood
53106,SRX5162040,hg19,peripheral blood
53107,SRX5162041,hg19,peripheral blood
53108,SRX5162042,hg19,peripheral blood
53109,SRX5162043,hg19,peripheral blood
53110,SRX5162044,hg19,peripheral blood
53111,SRX5162045,hg19,peripheral blood
53112,SRX5162046,hg19,peripheral blood
53113,SRX5162047,hg19,peripheral blood
53114,SRX5162048,hg19,peripheral blood
53115,SRX5162049,hg19,peripheral blood
53116,SRX5162050,hg19,peripheral blood
53117,SRX5162051,hg19,peripheral blood
53118,SRX5162052,hg19,peripheral blood
53119,SRX5162053,hg19,peripheral blood
53120,SRX5162054,hg19,peripheral blood
53121,SRX5162055,hg19,peripheral blood
53122,SRX5162056,hg19,peripheral blood
53123,SRX5162057,hg19,peripheral blood
53124,SRX5162058,hg19,peripheral blood
53125,SRX5162059,hg19,peripheral blood
53126,SRX5162060,hg19,peripheral blood
53127,SRX5162061,hg19,peripheral blood
53128,SRX5162062,hg19,peripheral blood
53129,SRX5162063,hg19,peripheral blood
53130,SRX5162064,hg19,peripheral blood
53131,SRX5162065,hg19,peripheral blood
53132,SRX5162066,hg19,peripheral blood
53133,SRX5162067,hg19,peripheral blood
53134,SRX5162068,hg19,peripheral blood
53135,SRX5162246,hg19,term placenta
53136,SRX5162247,hg19,term placenta
53137,SRX5162248,hg19,term placenta
53138,SRX5162249,hg19,term placenta
53139,SRX5162250,hg19,term placenta
53140,SRX5162251,hg19,term placenta
53141,SRX5162252,hg19,term placenta
53142,SRX5162253,hg19,term placenta
53143,SRX5162254,hg19,term placenta
53144,SRX5162255,hg19,term placenta
53145,SRX5162256,hg19,term placenta
53146,SRX5162257,hg19,term placenta
53181,SRX5167211,hg19,bone marrow
53182,SRX5167212,hg19,bone marrow
53183,SRX5167213,hg19,bone marrow
53184,SRX5167214,hg19,bone marrow
53185,SRX5167215,hg19,bone marrow
53186,SRX5167216,hg19,bone marrow
53187,SRX5167217,hg19,peripheral blood
53188,SRX5167218,hg19,peripheral blood
53214,SRX5180400,hg19,breast cancer cell line
53215,SRX5180401,hg19,breast cancer cell line
53216,SRX5180402,hg19,breast cancer cell line
53217,SRX5180403,hg19,breast cancer cell line
53218,SRX5180404,hg19,breast cancer cell line
53219,SRX5180405,hg19,breast cancer cell line
53220,SRX5180406,hg19,breast cancer cell line
53221,SRX5180407,hg19,breast cancer cell line
53222,SRX5180408,hg19,breast cancer cell line
53223,SRX5180409,hg19,breast cancer cell line
53224,SRX5180410,hg19,breast cancer cell line
53225,SRX5180411,hg19,breast cancer cell line
53226,SRX5180412,hg19,breast cancer cell line
53227,SRX5180413,hg19,breast cancer cell line
53293,SRX5195152,hg19,primary prostate epithelial cells
53294,SRX5195153,hg19,primary prostate epithelial cells
53295,SRX5195154,hg19,primary prostate epithelial cells
53296,SRX5195155,hg19,primary prostate epithelial cells
53392,SRX5231783,hg19,breast
53393,SRX5231784,hg19,breast
53394,SRX5231785,hg19,breast
53395,SRX5231786,hg19,breast
53487,SRX524961,hg19,endometrial stromal cells
53488,SRX524962,hg19,endometrial stromal cells
53489,SRX524963,hg19,endometrial stromal cells
53490,SRX524964,hg19,endometrial stromal cells
53491,SRX524965,hg19,endometrial stromal cells
53492,SRX524966,hg19,endometrial stromal cells
53493,SRX524967,hg19,endometrial stromal cells
53494,SRX524968,hg19,endometrial stromal cells
53495,SRX524969,hg19,endometrial stromal cells
53496,SRX524970,hg19,endometrial stromal cells
53497,SRX524971,hg19,endometrial stromal cells
53498,SRX524972,hg19,endometrial stromal cells
53499,SRX524973,hg19,endometrial stromal cells
53500,SRX524974,hg19,endometrial stromal cells
53501,SRX524975,hg19,endometrial stromal cells
53502,SRX524976,hg19,endometrial stromal cells
53503,SRX524977,hg19,endometrial stromal cells
53504,SRX524978,hg19,endometrial stromal cells
53505,SRX524979,hg19,endometrial stromal cells
53506,SRX524980,hg19,endometrial stromal cells
53559,SRX5255392,hg19,differentiating hes cells
53560,SRX5255393,hg19,differentiating hes cells
53569,SRX5258163,hg19,prostate cancer
53570,SRX5258164,hg19,prostate cancer
53571,SRX5258165,hg19,prostate cancer
53572,SRX5258166,hg19,prostate cancer
53573,SRX5258167,hg19,prostate cancer
53574,SRX5258168,hg19,prostate cancer
53575,SRX5258169,hg19,prostate cancer
53576,SRX5258170,hg19,prostate cancer
53577,SRX5258171,hg19,prostate cancer
53578,SRX5258172,hg19,prostate cancer
53579,SRX5258173,hg19,prostate cancer
53625,SRX5278530,hg19,not available
53626,SRX5278531,hg19,not available
53627,SRX5278532,hg19,not available
53628,SRX5278533,hg19,not available
53629,SRX5278534,hg19,not available
53630,SRX5278535,hg19,not available
53631,SRX5278538,hg19,not available
53632,SRX5278539,hg19,not available
53633,SRX5278540,hg19,not available
53634,SRX5278541,hg19,not available
53635,SRX5278543,hg19,not available
53636,SRX5278547,hg19,not available
53656,SRX5286303,hg19,human prostate cancer cell line
53657,SRX5286304,hg19,human prostate cancer cell line
53658,SRX5286305,hg19,human prostate cancer cell line
53659,SRX5286306,hg19,human prostate cancer cell line
53660,SRX5286307,hg19,human prostate cancer cell line
53661,SRX5286308,hg19,human prostate cancer cell line
53662,SRX5286309,hg19,human prostate cancer cell line
53663,SRX5286310,hg19,human prostate cancer cell line
53754,SRX5291873,hg19,mesencephalon
53755,SRX5291874,hg19,mesencephalon
53756,SRX5291875,hg19,mesencephalon
53757,SRX5291876,hg19,mesencephalon
53758,SRX5291877,hg19,mesencephalon
53759,SRX5291878,hg19,mesencephalon
53760,SRX5291879,hg19,mesencephalon
53761,SRX5291880,hg19,mesencephalon
53762,SRX5291881,hg19,mesencephalon
53763,SRX5291882,hg19,mesencephalon
53764,SRX5291883,hg19,mesencephalon
53765,SRX5291884,hg19,mesencephalon
53766,SRX5291885,hg19,mesencephalon
53767,SRX5291886,hg19,mesencephalon
53768,SRX5291887,hg19,mesencephalon
53769,SRX5291888,hg19,mesencephalon
53806,SRX530183,hg19,liver
53807,SRX530184,hg19,liver
53808,SRX530185,hg19,liver
53809,SRX530186,hg19,liver
53810,SRX5305581,hg19,skin
53811,SRX5305582,hg19,skin
53812,SRX5305583,hg19,skin
53813,SRX5305584,hg19,skin
53866,SRX5316103,hg19,prostate cancer
53867,SRX5316104,hg19,prostate cancer
53868,SRX5316105,hg19,prostate cancer
53869,SRX5316106,hg19,prostate cancer
53870,SRX5316107,hg19,prostate cancer
53871,SRX5316108,hg19,prostate cancer
53872,SRX5316109,hg19,prostate cancer
53873,SRX5316110,hg19,prostate cancer
53874,SRX5316111,hg19,prostate cancer
53875,SRX5316112,hg19,prostate cancer
53876,SRX5316113,hg19,prostate cancer
53877,SRX5316114,hg19,prostate cancer
53953,SRX534886,hg19,colon
53954,SRX534895,hg19,colon
53955,SRX534896,hg19,colon
53956,SRX534897,hg19,colon
53957,SRX534898,hg19,colon
54003,SRX5352587,hg19,not applicable
54004,SRX5352588,hg19,not applicable
54005,SRX5352589,hg19,not applicable
54006,SRX5352590,hg19,not applicable
54007,SRX5352591,hg19,not applicable
54008,SRX5352592,hg19,not applicable
54009,SRX5352593,hg19,not applicable
54010,SRX5352594,hg19,not applicable
54011,SRX5352595,hg19,not applicable
54012,SRX5352596,hg19,not applicable
54013,SRX5352597,hg19,not applicable
54014,SRX5352598,hg19,not applicable
54015,SRX5352599,hg19,not applicable
54016,SRX5352600,hg19,not applicable
54017,SRX5352601,hg19,not applicable
54018,SRX5352602,hg19,not applicable
54019,SRX5352603,hg19,not applicable
54020,SRX5352604,hg19,not applicable
54021,SRX5352605,hg19,not applicable
54022,SRX5352606,hg19,not applicable
54023,SRX5352607,hg19,not applicable
54024,SRX5352608,hg19,not applicable
54025,SRX5352609,hg19,not applicable
54026,SRX5352610,hg19,not applicable
54027,SRX5352611,hg19,not applicable
54028,SRX5352612,hg19,not applicable
54029,SRX5352613,hg19,not applicable
54030,SRX5352614,hg19,not applicable
54031,SRX5352615,hg19,not applicable
54032,SRX5352616,hg19,not applicable
54033,SRX5352617,hg19,not applicable
54034,SRX5352618,hg19,not applicable
54035,SRX5352619,hg19,not applicable
54036,SRX5353158,hg19,primary human patient tumor tissue
54037,SRX5353159,hg19,primary human patient tumor tissue
54038,SRX5353160,hg19,primary human patient tumor tissue
54039,SRX5353161,hg19,primary human patient tumor tissue
54040,SRX5353162,hg19,primary human patient tumor tissue
54041,SRX5353163,hg19,primary human patient tumor tissue
54042,SRX5353164,hg19,primary human patient tumor tissue
54043,SRX5353165,hg19,primary human patient tumor tissue
54044,SRX5353166,hg19,primary human patient tumor tissue
54045,SRX5353167,hg19,primary human patient tumor tissue
54046,SRX5353168,hg19,primary human patient tumor tissue
54047,SRX5353169,hg19,primary human patient tumor tissue
54048,SRX5353170,hg19,primary human patient tumor tissue
54049,SRX5353171,hg19,primary human patient tumor tissue
54050,SRX5353172,hg19,primary human patient tumor tissue
54051,SRX5353173,hg19,primary human patient tumor tissue
54052,SRX5353174,hg19,primary human patient tumor tissue
54053,SRX5353175,hg19,primary human patient tumor tissue
54054,SRX5353176,hg19,primary human patient tumor tissue
54055,SRX5353177,hg19,primary human patient pontine tissue
54056,SRX5353178,hg19,primary human patient tumor tissue
54057,SRX5353179,hg19,primary human patient tumor tissue
54058,SRX5353180,hg19,primary human patient tumor tissue
54059,SRX5353181,hg19,primary human patient tumor tissue
54060,SRX5353182,hg19,primary human patient tumor tissue
54061,SRX5353183,hg19,primary human patient tumor tissue
54062,SRX5353184,hg19,primary human patient pontine tissue
54063,SRX5353185,hg19,primary human patient pontine tissue
54064,SRX5353186,hg19,primary human patient pontine tissue
54065,SRX5353187,hg19,primary human patient pontine tissue
54090,SRX5353585,hg19,bone marrow
54091,SRX5353586,hg19,bone marrow
54092,SRX5353587,hg19,bone marrow
54182,SRX5376026,hg19,left ventricle
54183,SRX5376027,hg19,left ventricle
54184,SRX5376028,hg19,left ventricle
54185,SRX5376029,hg19,left ventricle
54186,SRX5376030,hg19,left ventricle
54187,SRX5376031,hg19,left ventricle
54188,SRX5376032,hg19,left ventricle
54189,SRX5376033,hg19,left ventricle
54190,SRX5376034,hg19,left ventricle
54191,SRX5376035,hg19,left ventricle
54192,SRX5376036,hg19,left ventricle
54193,SRX5376037,hg19,left ventricle
54194,SRX5376038,hg19,left ventricle
54195,SRX5376039,hg19,left ventricle
54196,SRX5376040,hg19,left ventricle
54197,SRX5376041,hg19,left ventricle
54198,SRX5376042,hg19,left ventricle
54199,SRX5376043,hg19,left ventricle
54200,SRX5376044,hg19,left ventricle
54201,SRX5376045,hg19,left ventricle
54202,SRX5376046,hg19,left ventricle
54203,SRX5376047,hg19,left ventricle
54204,SRX5376048,hg19,left ventricle
54205,SRX5376049,hg19,left ventricle
54206,SRX5376050,hg19,left ventricle
54207,SRX5376051,hg19,left ventricle
54208,SRX5376052,hg19,left ventricle
54209,SRX5376053,hg19,left ventricle
54210,SRX5376054,hg19,left ventricle
54211,SRX5376055,hg19,left ventricle
54212,SRX5376056,hg19,left ventricle
54213,SRX5376057,hg19,left ventricle
54214,SRX5376058,hg19,left ventricle
54215,SRX5376059,hg19,left ventricle
54216,SRX5376060,hg19,left ventricle
54217,SRX5376061,hg19,left ventricle
54218,SRX5376062,hg19,heart
54219,SRX5376063,hg19,heart
54220,SRX5376064,hg19,heart
54221,SRX5376065,hg19,heart
54222,SRX5376066,hg19,left ventricle
54223,SRX5376067,hg19,left ventricle
54224,SRX5376068,hg19,left ventricle
54225,SRX5376069,hg19,left ventricle
54226,SRX5376070,hg19,left ventricle
54227,SRX5376071,hg19,left ventricle
54228,SRX5376072,hg19,left ventricle
54229,SRX5376073,hg19,left ventricle
54230,SRX5376074,hg19,left ventricle
54231,SRX5376075,hg19,left ventricle
54232,SRX5376076,hg19,left ventricle
54233,SRX5376077,hg19,left ventricle
54234,SRX5376078,hg19,left ventricle
54235,SRX5376079,hg19,left ventricle
54236,SRX5376080,hg19,left ventricle
54237,SRX5376081,hg19,left ventricle
54238,SRX5376082,hg19,left ventricle
54239,SRX5376083,hg19,left ventricle
54240,SRX5376084,hg19,left ventricle
54241,SRX5376085,hg19,left ventricle
54242,SRX5376086,hg19,left ventricle
54243,SRX5376087,hg19,left ventricle
54244,SRX5376088,hg19,left ventricle
54245,SRX5376089,hg19,left ventricle
54246,SRX5376090,hg19,left ventricle
54247,SRX5376091,hg19,left ventricle
54248,SRX5376092,hg19,left ventricle
54249,SRX5376093,hg19,left ventricle
54250,SRX5376094,hg19,left ventricle
54251,SRX5376095,hg19,left ventricle
54252,SRX5376096,hg19,left ventricle
54253,SRX5376097,hg19,left ventricle
54254,SRX5376098,hg19,left ventricle
54255,SRX5376099,hg19,left ventricle
54256,SRX5376100,hg19,left ventricle
54257,SRX5376101,hg19,left ventricle
54258,SRX5376102,hg19,left ventricle
54259,SRX5376103,hg19,heart
54260,SRX5376104,hg19,heart
54261,SRX5376105,hg19,heart
54262,SRX5376106,hg19,heart
54263,SRX5376107,hg19,left ventricle
54264,SRX5379738,hg19,connective tissue
54265,SRX5379739,hg19,connective tissue
54266,SRX5379740,hg19,connective tissue
54267,SRX5382871,hg19,b cell precursor leukemia
54268,SRX5382872,hg19,b cell precursor leukemia
54269,SRX5382873,hg19,b cell precursor leukemia
54270,SRX5382874,hg19,b cell precursor leukemia
54325,SRX5392486,hg19,primary wilms tumor sample
54326,SRX5392488,hg19,primary wilms tumor sample
54327,SRX5392490,hg19,primary wilms tumor sample
54328,SRX5392492,hg19,primary wilms tumor sample
54329,SRX5392494,hg19,primary wilms tumor sample
54361,SRX539972,hg19,prostate
54384,SRX540661,hg19,prostate
54385,SRX540672,hg19,prostate
54386,SRX540682,hg19,prostate
54452,SRX543180,hg19,primary human epidermal keratinocytes isolate from foreskin
54457,SRX543181,hg19,primary human epidermal keratinocytes isolate from foreskin
54564,SRX5446052,hg19,cell lines
54565,SRX5446053,hg19,cell lines
54566,SRX5446063,hg19,cell lines
54567,SRX5446064,hg19,cell lines
54568,SRX5446065,hg19,cell lines
54569,SRX5446066,hg19,cell lines
54579,SRX5457127,hg19,spleen
54580,SRX5457128,hg19,suprapubic skin
54581,SRX5457129,hg19,sigmoid colon
54584,SRX5457132,hg19,prostate gland
54587,SRX5457135,hg19,breast epithelium
54590,SRX5457138,hg19,suprapubic skin
54603,SRX5457151,hg19,heart left ventricle
54608,SRX5457171,hg19,vagina
54623,SRX5457186,hg19,breast epithelium
54628,SRX5457191,hg19,upper lobe of left lung
54631,SRX5457194,hg19,sigmoid colon
54634,SRX5457197,hg19,right atrium auricular region
54658,SRX5457221,hg19,liver
54659,SRX5457222,hg19,liver
54660,SRX5457223,hg19,esophagus muscularis mucosa
54663,SRX5457226,hg19,suprapubic skin
54667,SRX5457230,hg19,gastroesophageal sphincter
54670,SRX5457233,hg19,liver
54671,SRX5457234,hg19,liver
54672,SRX5457235,hg19,sigmoid colon
54673,SRX5457236,hg19,breast epithelium
54682,SRX5457245,hg19,sigmoid colon
54691,SRX5457254,hg19,liver
54692,SRX5457255,hg19,liver
54693,SRX5457256,hg19,vagina
54712,SRX5457275,hg19,thoracic aorta
54713,SRX5457276,hg19,thoracic aorta
54730,SRX5457293,hg19,gastroesophageal sphincter
54731,SRX5457294,hg19,lower leg skin
54734,SRX5457297,hg19,upper lobe of left lung
54748,SRX5457311,hg19,sigmoid colon
54757,SRX5457320,hg19,liver
54758,SRX5457321,hg19,liver
54759,SRX5457322,hg19,lower leg skin
54760,SRX5457323,hg19,lower leg skin
54765,SRX5457328,hg19,subcutaneous adipose tissue
54766,SRX5457329,hg19,coronary artery
54783,SRX5457346,hg19,subcutaneous adipose tissue
54785,SRX5457348,hg19,upper lobe of left lung
54796,SRX5457359,hg19,suprapubic skin
54799,SRX5457362,hg19,gastroesophageal sphincter
54802,SRX5457365,hg19,thoracic aorta
54805,SRX5457368,hg19,esophagus muscularis mucosa
54810,SRX5457373,hg19,liver
54811,SRX5457374,hg19,liver
54812,SRX5457375,hg19,lower leg skin
54813,SRX5457376,hg19,lower leg skin
54816,SRX5457379,hg19,breast epithelium
54817,SRX5457380,hg19,esophagus muscularis mucosa
54826,SRX5457389,hg19,liver
54827,SRX5457390,hg19,liver
54832,SRX5457395,hg19,heart left ventricle
54847,SRX5457410,hg19,liver
54848,SRX5457411,hg19,liver
54853,SRX5457416,hg19,gastroesophageal sphincter
54863,SRX5457426,hg19,subcutaneous adipose tissue
54866,SRX5457429,hg19,suprapubic skin
54877,SRX5457440,hg19,breast epithelium
54880,SRX5457443,hg19,thoracic aorta
54881,SRX5457444,hg19,thoracic aorta
54882,SRX5457445,hg19,breast epithelium
54894,SRX5457457,hg19,gastrocnemius medialis
54901,SRX5457464,hg19,suprapubic skin
54902,SRX5457465,hg19,spleen
54904,SRX5457467,hg19,liver
54905,SRX5457468,hg19,liver
54906,SRX5457469,hg19,gastroesophageal sphincter
54912,SRX5457475,hg19,sigmoid colon
54915,SRX5457478,hg19,upper lobe of left lung
54922,SRX5457485,hg19,esophagus muscularis mucosa
54927,SRX5457490,hg19,spleen
54933,SRX5457496,hg19,stomach
54935,SRX5457498,hg19,liver
54936,SRX5457499,hg19,liver
54941,SRX5457504,hg19,coronary artery
54942,SRX5457505,hg19,gastroesophageal sphincter
54944,SRX5457507,hg19,vagina
54945,SRX5457508,hg19,sigmoid colon
54955,SRX5457518,hg19,breast epithelium
54960,SRX5457523,hg19,sigmoid colon
54970,SRX5457533,hg19,prostate gland
54971,SRX5457534,hg19,suprapubic skin
54972,SRX5457535,hg19,esophagus muscularis mucosa
54973,SRX5457536,hg19,spleen
54974,SRX5457537,hg19,breast epithelium
54984,SRX5457547,hg19,spleen
54985,SRX5457548,hg19,breast epithelium
54990,SRX5457553,hg19,spleen
54995,SRX5457558,hg19,suprapubic skin
55001,SRX5457564,hg19,sigmoid colon
55006,SRX5457569,hg19,upper lobe of left lung
55013,SRX5457576,hg19,prostate gland
55014,SRX5457577,hg19,esophagus muscularis mucosa
55015,SRX5457578,hg19,right atrium auricular region
55018,SRX5457581,hg19,suprapubic skin
55019,SRX5457582,hg19,suprapubic skin
55020,SRX5457583,hg19,prostate gland
55025,SRX5457588,hg19,vagina
55026,SRX5457589,hg19,sigmoid colon
55029,SRX5457592,hg19,suprapubic skin
55034,SRX5457597,hg19,subcutaneous adipose tissue
55041,SRX5457604,hg19,gastrocnemius medialis
55065,SRX5464940,hg19,prostate
55066,SRX5464941,hg19,prostate
55067,SRX5464942,hg19,prostate
55068,SRX5464943,hg19,prostate
55069,SRX5464944,hg19,prostate
55070,SRX5464945,hg19,prostate
55142,SRX5493746,hg19,tumor tissue
55143,SRX5493747,hg19,tumor tissue
55144,SRX5493748,hg19,tumor tissue
55145,SRX5493749,hg19,tumor tissue
55146,SRX5493750,hg19,tumor tissue
55147,SRX5493751,hg19,tumor tissue
55148,SRX5493752,hg19,tumor tissue
55149,SRX5493753,hg19,tumor tissue
55150,SRX5493754,hg19,tumor tissue
55151,SRX5493755,hg19,tumor tissue
55152,SRX5493756,hg19,tumor tissue
55153,SRX5493757,hg19,tumor tissue
55154,SRX5493758,hg19,tumor tissue
55155,SRX5493759,hg19,tumor tissue
55156,SRX5493760,hg19,tumor tissue
55157,SRX5493761,hg19,tumor tissue
55158,SRX5493762,hg19,tumor tissue
55159,SRX5493763,hg19,tumor tissue
55160,SRX5493764,hg19,tumor tissue
55161,SRX5493765,hg19,tumor tissue
55162,SRX5493766,hg19,tumor tissue
55163,SRX5493767,hg19,tumor tissue
55164,SRX5493768,hg19,tumor tissue
55165,SRX5493769,hg19,tumor tissue
55166,SRX5493770,hg19,tumor tissue
55167,SRX5493771,hg19,tumor tissue
55168,SRX5493772,hg19,tumor tissue
55169,SRX5496793,hg19,liver
55170,SRX5496794,hg19,liver
55171,SRX5496795,hg19,liver
55172,SRX5496796,hg19,liver
55173,SRX5496797,hg19,liver
55174,SRX5496798,hg19,liver
55175,SRX5496799,hg19,liver
55176,SRX5496800,hg19,liver
55177,SRX5496801,hg19,liver
55178,SRX5496802,hg19,liver
55179,SRX5496803,hg19,liver
55180,SRX5496804,hg19,liver
55181,SRX5496805,hg19,liver
55182,SRX5496806,hg19,liver
55183,SRX5496807,hg19,liver
55184,SRX5496808,hg19,liver
55185,SRX5496809,hg19,liver
55186,SRX5496810,hg19,liver
55187,SRX5496811,hg19,liver
55188,SRX5496812,hg19,liver
55189,SRX5496813,hg19,liver
55190,SRX5496814,hg19,liver
55191,SRX5496815,hg19,liver
55192,SRX5496816,hg19,liver
55193,SRX5496817,hg19,liver
55194,SRX5496818,hg19,liver
55195,SRX5496819,hg19,liver
55196,SRX5496820,hg19,liver
55197,SRX5496821,hg19,liver
55198,SRX5496822,hg19,liver
55199,SRX5496823,hg19,liver
55200,SRX5496824,hg19,liver
55201,SRX5496825,hg19,liver
55202,SRX5496826,hg19,liver
55203,SRX5496827,hg19,liver
55204,SRX5496828,hg19,liver
55205,SRX5496829,hg19,liver
55206,SRX5496830,hg19,liver
55207,SRX5496831,hg19,liver
55208,SRX5496832,hg19,liver
55209,SRX5496833,hg19,liver
55210,SRX5496834,hg19,liver
55211,SRX5496835,hg19,liver
55212,SRX5496836,hg19,liver
55213,SRX5496837,hg19,liver
55214,SRX5496838,hg19,liver
55215,SRX5496839,hg19,liver
55216,SRX5496840,hg19,liver
55217,SRX5496841,hg19,liver
55218,SRX5496842,hg19,liver
55219,SRX5496843,hg19,liver
55220,SRX5496844,hg19,liver
55221,SRX5496845,hg19,liver
55222,SRX5496846,hg19,liver
55223,SRX5496847,hg19,liver
55224,SRX5496848,hg19,liver
55225,SRX5496849,hg19,liver
55226,SRX5496850,hg19,liver
55227,SRX5496851,hg19,liver
55228,SRX5496852,hg19,liver
55229,SRX5496885,hg19,liver
55230,SRX5496886,hg19,liver
55231,SRX5496887,hg19,liver
55232,SRX5496888,hg19,liver
55233,SRX5496889,hg19,liver
55234,SRX5496890,hg19,liver
55235,SRX5496891,hg19,liver
55236,SRX5496892,hg19,liver
55237,SRX5496893,hg19,liver
55238,SRX5496894,hg19,liver
55239,SRX5496895,hg19,liver
55240,SRX5496896,hg19,liver
55241,SRX5496897,hg19,liver
55242,SRX5496898,hg19,liver
55243,SRX5496899,hg19,liver
55244,SRX5496900,hg19,liver
55245,SRX5496901,hg19,liver
55246,SRX5496902,hg19,liver
55247,SRX5496903,hg19,liver
55248,SRX5496904,hg19,liver
55249,SRX5496905,hg19,liver
55250,SRX5496906,hg19,liver
55251,SRX5496907,hg19,liver
55252,SRX5496908,hg19,liver
55253,SRX5496909,hg19,liver
55254,SRX5496910,hg19,liver
55255,SRX5496911,hg19,liver
