,Experiment_ID,Genome,cell line
46294,SRX3944790,hg19,hssyii
46295,SRX3944791,hg19,hssyii
46296,SRX3944792,hg19,hssyii
46297,SRX3944793,hg19,hssyii
46298,SRX3945444,hg19,hct116
46299,SRX3945445,hg19,hct116
46394,SRX3962719,hg19,hct116
46395,SRX3962720,hg19,hct116
46396,SRX3962721,hg19,hct116
46397,SRX3962722,hg19,hct116
46398,SRX3962723,hg19,hct116
46413,SRX3964181,hg19,t98g
46414,SRX3964182,hg19,t98g
46415,SRX3964183,hg19,t98g
46416,SRX3964184,hg19,t98g
46417,SRX3964185,hg19,t98g
46446,SRX396833,hg19,dld1 colon cancer cells
46447,SRX396834,hg19,dld1 colon cancer cells
46448,SRX396835,hg19,dld1 colon cancer cells
46449,SRX396836,hg19,dld1 colon cancer cells
46450,SRX396837,hg19,dld1 colon cancer cells
46451,SRX396838,hg19,dld1 colon cancer cells
46452,SRX396839,hg19,dld1 colon cancer cells
46453,SRX396840,hg19,dld1 colon cancer cells
46478,SRX398094,hg19,jurkat
46479,SRX398095,hg19,jurkat
46480,SRX398096,hg19,jurkat
46481,SRX3981828,hg19,a549
46482,SRX3981829,hg19,a549
46483,SRX3981830,hg19,a549
46484,SRX3981831,hg19,a549
46485,SRX3981832,hg19,a549
46486,SRX3981833,hg19,a549
46487,SRX3981834,hg19,a549
46488,SRX3981835,hg19,a549
46489,SRX3981836,hg19,a549
46490,SRX3981837,hg19,a549
46491,SRX3981838,hg19,a549
46492,SRX3981839,hg19,a549
46493,SRX3981840,hg19,a549
46494,SRX3981841,hg19,a549
46495,SRX3981842,hg19,a549
46496,SRX3981843,hg19,a549
46497,SRX3981844,hg19,a549
46498,SRX3981845,hg19,a549
46499,SRX3981846,hg19,a549
46500,SRX3981847,hg19,a549
46501,SRX3981848,hg19,a549
46502,SRX3981849,hg19,a549
46503,SRX3981850,hg19,a549
46504,SRX3981851,hg19,a549
46505,SRX3981852,hg19,a549
46506,SRX3981853,hg19,a549
46507,SRX3981854,hg19,a549
46508,SRX3981855,hg19,a549
46509,SRX3981856,hg19,a549
46510,SRX3981857,hg19,a549
46511,SRX3981858,hg19,a549
46512,SRX3981859,hg19,a549
46513,SRX3981860,hg19,a549
46514,SRX3981861,hg19,a549
46515,SRX3981862,hg19,a549
46516,SRX3981863,hg19,a549
46517,SRX3981864,hg19,a549
46518,SRX3981865,hg19,a549
46519,SRX3981866,hg19,a549
46520,SRX3981867,hg19,a549
46521,SRX3981868,hg19,a549
46522,SRX3981869,hg19,a549
46523,SRX3981870,hg19,a549
46524,SRX3981871,hg19,a549
46525,SRX3981872,hg19,a549
46526,SRX3981873,hg19,a549
46527,SRX3981874,hg19,a549
46528,SRX3981875,hg19,a549
46529,SRX3981876,hg19,a549
46530,SRX3981877,hg19,a549
46531,SRX3981878,hg19,a549
46532,SRX3981879,hg19,a549
46533,SRX3981880,hg19,a549
46534,SRX3981881,hg19,a549
46535,SRX3981882,hg19,a549
46536,SRX3981883,hg19,a549
46537,SRX3981884,hg19,a549
46538,SRX3981885,hg19,a549
46539,SRX3981886,hg19,a549
46540,SRX3981887,hg19,a549
46541,SRX3981888,hg19,a549
46542,SRX3981889,hg19,a549
46543,SRX3981890,hg19,a549
46544,SRX3981891,hg19,a549
46545,SRX3981892,hg19,a549
46546,SRX3981893,hg19,a549
46547,SRX3981894,hg19,a549
46548,SRX3981895,hg19,a549
46549,SRX3981896,hg19,a549
46550,SRX3981897,hg19,a549
46551,SRX3981898,hg19,a549
46552,SRX3981899,hg19,a549
46555,SRX3981982,hg19,pc3
46556,SRX398288,hg19,ly1
46557,SRX398289,hg19,ly1
46558,SRX398290,hg19,ly1
46559,SRX398291,hg19,ly1
46560,SRX398292,hg19,ly1
46561,SRX398293,hg19,ly1
46562,SRX398294,hg19,ly1
46563,SRX398295,hg19,ly1
46564,SRX398296,hg19,colo741
46565,SRX398297,hg19,colo741
46566,SRX398298,hg19,ht29
46567,SRX398299,hg19,ht29
46568,SRX398300,hg19,ht29
46569,SRX398301,hg19,sw480
46570,SRX398302,hg19,sw480
46571,SRX3985128,hg19,a549
46572,SRX3985129,hg19,a549
46573,SRX3985130,hg19,a549
46574,SRX3985131,hg19,a549
46576,SRX3990975,hg19,t47d
46577,SRX3990976,hg19,t47d
46578,SRX3990977,hg19,t47d
46579,SRX3990978,hg19,t47d
46580,SRX3990979,hg19,t47d
46581,SRX3990980,hg19,t47d
46582,SRX3990981,hg19,t47d
46583,SRX3990982,hg19,t47d
46584,SRX3990983,hg19,t47d
46585,SRX3990984,hg19,t47d
46586,SRX3990985,hg19,t47d
46587,SRX3990986,hg19,t47d
46588,SRX3990987,hg19,t47d
46589,SRX3990988,hg19,t47d
46590,SRX3990989,hg19,t47d
46591,SRX3990990,hg19,t47d
46592,SRX3990991,hg19,t47d
46593,SRX3990992,hg19,t47d
46594,SRX3990993,hg19,t47d
46595,SRX3990994,hg19,t47d
46596,SRX3990995,hg19,t47d
46597,SRX3990996,hg19,t47d
46598,SRX3990997,hg19,t47d
46599,SRX3990998,hg19,t47d
46652,SRX4001472,hg19,gm12878
46653,SRX4001473,hg19,gm12878
46654,SRX4001474,hg19,gm12878
46878,SRX4009690,hg19,ishikawa
46879,SRX4009691,hg19,ishikawa
46880,SRX4009692,hg19,ishikawa
46881,SRX4009693,hg19,ishikawa
46882,SRX4009694,hg19,ishikawa
46883,SRX4009695,hg19,ishikawa
46884,SRX4009696,hg19,ishikawa
46885,SRX4009697,hg19,ishikawa
46894,SRX4010467,hg19,u251
46895,SRX4010468,hg19,u251
46896,SRX4010469,hg19,u251
46897,SRX4010470,hg19,u251
46898,SRX4010471,hg19,u251
46899,SRX4010472,hg19,u251
46900,SRX4010473,hg19,u251
46901,SRX4010474,hg19,u251
46902,SRX4010475,hg19,u251
46903,SRX4010476,hg19,u251
46904,SRX4010477,hg19,u251
46905,SRX4010478,hg19,u251
47096,SRX404500,hg19,hek 293t
47097,SRX404501,hg19,hek 293t
47098,SRX4045119,hg19,tt medullary thyroid cancer cells
47099,SRX4045120,hg19,tt medullary thyroid cancer cells
47100,SRX4045121,hg19,tt medullary thyroid cancer cells
47124,SRX4051890,hg19,hela
47125,SRX4051891,hg19,hela
47126,SRX4059543,hg19,rwpe1
47127,SRX4059544,hg19,rwpe1
47128,SRX4059545,hg19,rwpe1
47129,SRX4060989,hg19,t47d
47130,SRX4060990,hg19,t47d
47131,SRX4060991,hg19,t47d
47132,SRX4060992,hg19,t47d
47165,SRX4062879,hg19,lncap
47166,SRX4062880,hg19,lncap
47167,SRX4062881,hg19,lncap
47168,SRX4062882,hg19,lncap
47169,SRX4062883,hg19,lncap
47170,SRX4062884,hg19,lncap
47171,SRX4062885,hg19,lncap
47172,SRX4062886,hg19,lncap
47173,SRX4062887,hg19,lncap
47174,SRX4062888,hg19,lncap
47175,SRX4062889,hg19,lncap
47176,SRX4062890,hg19,lncap
47177,SRX4062891,hg19,lncap
47219,SRX4080273,hg19,rwpe1
47220,SRX4080274,hg19,rwpe1
47221,SRX4080275,hg19,rwpe1
47222,SRX4080276,hg19,rwpe1
47223,SRX4080277,hg19,rwpe1
47224,SRX4080278,hg19,rwpe1
47225,SRX4080279,hg19,rwpe1
47226,SRX4080280,hg19,rwpe1
47227,SRX4080281,hg19,rwpe1
47228,SRX4080282,hg19,rwpe1
47229,SRX4080283,hg19,rwpe1
47230,SRX4080284,hg19,rwpe1
47231,SRX4080285,hg19,rwpe1
47232,SRX4080287,hg19,rwpe1
47233,SRX4080289,hg19,rwpe1
47234,SRX4080290,hg19,rwpe1
47235,SRX4080291,hg19,rwpe1
47236,SRX4080292,hg19,rwpe1
47237,SRX4080293,hg19,rwpe1
47238,SRX4080294,hg19,rwpe1
47239,SRX4080295,hg19,rwpe1
47240,SRX4080296,hg19,rwpe1
47241,SRX4091683,hg19,a375
47242,SRX4091684,hg19,hs895t
47243,SRX4091685,hg19,mm029
47244,SRX4091686,hg19,mm032
47245,SRX4096727,hg19,pc3 cells
47246,SRX4096728,hg19,pc3 cells
47247,SRX4096729,hg19,pc3 cells
47248,SRX4096730,hg19,pc3 cells
47249,SRX4096731,hg19,pc3 cells
47250,SRX4096732,hg19,pc3 cells
47251,SRX4096733,hg19,pc3 cells
47252,SRX4096734,hg19,pc3 cells
47253,SRX4096848,hg19,hcc3153
47254,SRX4096849,hg19,hcc3153
47255,SRX4096850,hg19,hcc3153
47256,SRX4096851,hg19,hcc3153
47257,SRX4096852,hg19,hcc3153
47258,SRX4096853,hg19,hcc3153
47259,SRX4096854,hg19,hcc3153
47260,SRX4096855,hg19,hcc3153
47261,SRX4096856,hg19,hcc3153
47262,SRX4096857,hg19,hcc3153
47263,SRX4096858,hg19,hcc3153
47264,SRX4096859,hg19,hcc3153
47265,SRX4096860,hg19,hcc3153
47266,SRX4096861,hg19,hcc3153
47267,SRX4096862,hg19,hcc3153
47268,SRX4096863,hg19,hcc3153
47269,SRX4096864,hg19,hcc3153
47270,SRX4096865,hg19,hcc3153
47271,SRX4096866,hg19,hcc3153
47272,SRX4096867,hg19,hcc3153
47273,SRX4096868,hg19,hcc3153
47274,SRX4096869,hg19,hcc3153
47275,SRX4096870,hg19,hcc3153
47276,SRX4096871,hg19,hcc3153
47277,SRX4096872,hg19,hcc3153
47278,SRX4096873,hg19,hcc3153
47279,SRX4096874,hg19,hcc3153
47280,SRX4096875,hg19,hcc3153
47281,SRX4096876,hg19,hcc3153
47282,SRX4096877,hg19,hcc3153
47283,SRX4096878,hg19,hcc3153
47284,SRX4096879,hg19,hcc3153
47285,SRX4096880,hg19,hcc3153
47286,SRX4096881,hg19,hcc3153
47287,SRX4096882,hg19,hcc3153
47288,SRX4096883,hg19,hcc3153
47289,SRX4096884,hg19,hcc3153
47290,SRX4096885,hg19,hcc3153
47291,SRX4096886,hg19,hcc3153
47292,SRX4096887,hg19,hcc3153
47293,SRX4096888,hg19,hcc3153
47294,SRX4096889,hg19,sum159
47295,SRX4096890,hg19,sum159
47296,SRX4096891,hg19,sum159
47308,SRX4107930,hg19,hct116
47309,SRX4107931,hg19,hct116
47310,SRX4107932,hg19,hct116
47311,SRX4107933,hg19,hct116
47312,SRX4107934,hg19,u2os
47313,SRX4107935,hg19,hct116
47314,SRX4107936,hg19,u2os
47315,SRX4107937,hg19,u2os
47316,SRX4107938,hg19,u2os
47438,SRX4119717,hg19,hek293t
47439,SRX4119718,hg19,hek293t
47440,SRX4119719,hg19,hek293t
47441,SRX4119720,hg19,hek293t
47442,SRX4119721,hg19,hek293t
47443,SRX4119722,hg19,hek293t
47444,SRX4119723,hg19,hek293t
47445,SRX4119724,hg19,hek293t
47446,SRX4119725,hg19,hek293t
47447,SRX4119726,hg19,hek293t
47448,SRX4119727,hg19,hek293t
47449,SRX4119728,hg19,hek293t
47450,SRX4119729,hg19,hek293t
47451,SRX4119730,hg19,hek293t
47452,SRX4119731,hg19,hek293t
47453,SRX4119732,hg19,hek293t
47454,SRX4119733,hg19,hek293t
47455,SRX4119734,hg19,hek293t
47474,SRX4123091,hg19,hela
47475,SRX4123092,hg19,hela
47476,SRX4123093,hg19,hela
47477,SRX4123094,hg19,hela
47560,SRX4142975,hg19,dms114
47561,SRX4142976,hg19,dms114
47562,SRX4142977,hg19,dms114
47563,SRX4142978,hg19,dms114
47564,SRX4142979,hg19,dms79
47565,SRX4142980,hg19,dms79
47566,SRX4142981,hg19,dms79
47567,SRX4142982,hg19,dms79
47655,SRX4155648,hg19,neuroblastoma kelly cells
47656,SRX4155649,hg19,neuroblastoma kelly cells
47657,SRX4155650,hg19,neuroblastoma kelly cells
47658,SRX4155651,hg19,neuroblastoma kelly cells
47659,SRX4155652,hg19,neuroblastoma kelly cells
47660,SRX4155653,hg19,neuroblastoma kelly cells
47661,SRX4155654,hg19,neuroblastoma kelly cells
47662,SRX4155655,hg19,neuroblastoma kelly cells
47663,SRX4155656,hg19,neuroblastoma kelly cells
47664,SRX4155657,hg19,neuroblastoma kelly cells
47665,SRX4155658,hg19,neuroblastoma kelly cells
47666,SRX4155659,hg19,neuroblastoma kelly cells
47667,SRX4155660,hg19,neuroblastoma kelly cells
47668,SRX4155661,hg19,neuroblastoma kelly cells
47669,SRX4155662,hg19,neuroblastoma kelly cells
47670,SRX4155663,hg19,neuroblastoma kelly cells
47671,SRX4155664,hg19,neuroblastoma kelly cells
47672,SRX4155665,hg19,neuroblastoma kelly cells
47673,SRX4155666,hg19,neuroblastoma kelly cells
47674,SRX4155667,hg19,neuroblastoma kelly cells
47675,SRX4155668,hg19,neuroblastoma kelly cells
47676,SRX4155669,hg19,neuroblastoma kelly cells
47677,SRX4155857,hg19,neuroblastoma kelly cells
47678,SRX4155858,hg19,neuroblastoma kelly cells
47679,SRX4155859,hg19,neuroblastoma kelly cells
47680,SRX4155860,hg19,neuroblastoma kelly cells
47681,SRX4155861,hg19,neuroblastoma kelly cells
47682,SRX4155862,hg19,neuroblastoma kelly cells
47683,SRX4155863,hg19,neuroblastoma kelly cells
47709,SRX4169274,hg19,u2os
47710,SRX4169275,hg19,u2os
47711,SRX4169276,hg19,u2os
47712,SRX4169277,hg19,u2os
47713,SRX4169278,hg19,u2os
47714,SRX4169279,hg19,u2os
47715,SRX4170701,hg19,k562
47716,SRX4170702,hg19,k562
47717,SRX4170703,hg19,k562
47718,SRX4170704,hg19,k562
47719,SRX4170705,hg19,k562
47720,SRX4170706,hg19,k562
47721,SRX4170707,hg19,k562
47722,SRX4170708,hg19,k562
47723,SRX4170709,hg19,k562
47724,SRX4170710,hg19,k562
47725,SRX4170711,hg19,k562
47726,SRX4170712,hg19,k562
47748,SRX4171347,hg19,h1
47749,SRX4171348,hg19,h1
47750,SRX4171355,hg19,h1
47751,SRX4171356,hg19,h1
47752,SRX4171357,hg19,h1
47753,SRX4171358,hg19,h1
47799,SRX4179992,hg19,loucy
47800,SRX4179993,hg19,loucy
47819,SRX4193141,hg19,mcf7
47820,SRX4193142,hg19,mcf7
47821,SRX4193143,hg19,mcf7
47822,SRX4193144,hg19,mcf7
47823,SRX4193145,hg19,mcf7
47824,SRX4193146,hg19,mcf7
47825,SRX4193147,hg19,mcf7
47826,SRX4193148,hg19,mcf7
47827,SRX4193149,hg19,mcf7
47828,SRX4193150,hg19,mcf7
47829,SRX4193151,hg19,mcf7
47839,SRX4197950,hg19,rh3
47840,SRX4197951,hg19,scmc
47903,SRX4218019,hg19,hct116
47904,SRX4218020,hg19,hct116
47905,SRX4218021,hg19,hct116
47906,SRX4218022,hg19,hct116
47907,SRX4218023,hg19,hct116
47908,SRX4218024,hg19,hct116
47909,SRX4218025,hg19,hct116
48013,SRX4230300,hg19,imr90
48014,SRX4230301,hg19,imr90
48015,SRX4230302,hg19,imr90
48016,SRX4230303,hg19,imr90
48017,SRX4230304,hg19,imr90
48018,SRX4230305,hg19,imr90
48019,SRX4230306,hg19,imr90
48020,SRX4230307,hg19,imr90
48021,SRX4230308,hg19,imr90
48022,SRX4231046,hg19,neuroblastoma kelly cells
48023,SRX4231047,hg19,neuroblastoma kelly cells
48030,SRX4235878,hg19,sw480
48031,SRX4235879,hg19,sw480
48032,SRX4235880,hg19,sw480
48033,SRX4235881,hg19,sw480
48034,SRX4235882,hg19,sw480
48035,SRX423971,hg19,sw480
48036,SRX423972,hg19,sw480
48037,SRX424010,hg19,kyse150
48038,SRX424011,hg19,kyse150
48039,SRX424012,hg19,kyse150
48040,SRX424013,hg19,kyse150
48041,SRX424014,hg19,kyse150
48042,SRX424015,hg19,kyse150
48043,SRX424016,hg19,kyse150
48044,SRX424017,hg19,kyse150
48045,SRX4240286,hg19,skov3
48046,SRX4240287,hg19,skov3
48047,SRX4240288,hg19,skov3
48048,SRX4240290,hg19,skov3
48049,SRX4240291,hg19,skov3
48050,SRX4240292,hg19,skov3
48051,SRX4240294,hg19,skov3
48052,SRX4240295,hg19,skov3
48074,SRX425995,hg19,ly2
48075,SRX425996,hg19,ly2
48076,SRX425997,hg19,ly2
48124,SRX4279760,hg19,nalm6
48125,SRX4279761,hg19,nalm6
48126,SRX4284003,hg19,gm09236
48127,SRX4284004,hg19,gm09236
48128,SRX4284005,hg19,gm09236
48129,SRX4284006,hg19,gm09236
48130,SRX4284007,hg19,gm09237
48131,SRX4284008,hg19,gm09237
48132,SRX4284009,hg19,gm09237
48133,SRX4284010,hg19,gm09237
48134,SRX4284011,hg19,gm04025
48135,SRX4284012,hg19,gm04025
48136,SRX4284013,hg19,gm04025
48137,SRX4284014,hg19,gm04025
48138,SRX4284791,hg19,t47d
48139,SRX4284792,hg19,t47d
48140,SRX4284793,hg19,t47d
48141,SRX4284794,hg19,t47d
48142,SRX4284795,hg19,t47d
48143,SRX4287635,hg19,a375
48144,SRX4287636,hg19,a375
48145,SRX4287637,hg19,a375
48146,SRX4287638,hg19,a375
48147,SRX4287639,hg19,a375
48291,SRX4312026,hg19,k562
48292,SRX4312027,hg19,k562
48293,SRX4312028,hg19,k562
48294,SRX4312029,hg19,k562
48305,SRX4313202,hg19,rh4
48306,SRX4313203,hg19,rh4
48307,SRX4313204,hg19,rh3
48308,SRX4313205,hg19,rh3
48309,SRX4313206,hg19,rh4
48310,SRX4313207,hg19,rh4
48311,SRX4313208,hg19,rh4
48312,SRX4313209,hg19,rh4
48313,SRX4313210,hg19,rh4
48314,SRX4313211,hg19,rh4
48315,SRX4313212,hg19,rh4
48316,SRX4313213,hg19,rh30
48317,SRX4313214,hg19,rh30
48318,SRX4313215,hg19,rh4
48319,SRX4313216,hg19,rh4
48320,SRX4313217,hg19,rh4
48321,SRX4313218,hg19,rh4
48322,SRX4313219,hg19,rh4
48323,SRX4313220,hg19,rh4
48324,SRX4313221,hg19,rh4
48325,SRX4313222,hg19,rh4
48326,SRX4313223,hg19,rh4
48327,SRX4313224,hg19,rh4
48328,SRX4313225,hg19,rh4
48329,SRX4313226,hg19,rh4
48330,SRX4313227,hg19,rh4
48350,SRX4326275,hg19,kelly
48351,SRX4326276,hg19,kelly
48352,SRX4326277,hg19,kelly
48353,SRX4326278,hg19,kelly
48354,SRX4326279,hg19,kelly
48355,SRX4326280,hg19,kelly
48356,SRX4326281,hg19,kelly
48357,SRX4326282,hg19,kelly
48382,SRX4342282,hg19,gm17212
48383,SRX4342283,hg19,gm17212
48384,SRX4342284,hg19,gm17212
48385,SRX4342285,hg19,gm17212
48386,SRX4342286,hg19,gm17212
48387,SRX4342287,hg19,gm17212
48388,SRX4343449,hg19,pc3
48389,SRX4343450,hg19,pc3
48416,SRX4367192,hg19,mcf7
48417,SRX4367193,hg19,mcf7
48418,SRX4367194,hg19,mcf7
48419,SRX4367195,hg19,mcf7
48446,SRX4370388,hg19,hct116
48447,SRX4370389,hg19,hct116
48448,SRX4372646,hg19,rwpe1
48449,SRX4372647,hg19,rwpe1
48450,SRX4372648,hg19,rwpe1
48451,SRX4372649,hg19,rwpe1
48452,SRX4372650,hg19,rwpe1
48453,SRX4372651,hg19,rwpe1
48454,SRX4374885,hg19,mb157
48455,SRX4374886,hg19,mb157
48456,SRX4374887,hg19,mb157
48457,SRX4374888,hg19,mb157
48458,SRX4374889,hg19,mb157
48459,SRX4374890,hg19,mb157
48460,SRX4374891,hg19,mb157
48461,SRX4374892,hg19,mb157
48462,SRX4374893,hg19,mb157
48463,SRX4374894,hg19,mb157
48464,SRX4374895,hg19,mb157
48465,SRX4374896,hg19,mb157
48466,SRX4374897,hg19,mb157
48467,SRX4374898,hg19,mb157
48468,SRX4374899,hg19,mb157
48469,SRX4374900,hg19,mb157
48470,SRX4374901,hg19,mb157
48471,SRX4374902,hg19,mb157
48472,SRX4374903,hg19,mb157
48473,SRX4374904,hg19,mb157
48474,SRX4374905,hg19,mb157
48475,SRX4374906,hg19,mb157
48476,SRX4374907,hg19,mb157
48477,SRX4374908,hg19,mb157
48478,SRX4374909,hg19,mb157
48479,SRX4374923,hg19,hcc1599
48480,SRX4374924,hg19,hcc1599
48481,SRX4374925,hg19,hcc1599
48482,SRX4374926,hg19,hcc1599
48483,SRX4374927,hg19,hcc1599
48484,SRX4374928,hg19,hcc1599
48485,SRX4374929,hg19,hcc1599
48486,SRX4374930,hg19,hcc1599
48487,SRX4374931,hg19,hcc1599
48488,SRX4374932,hg19,hcc1599
48489,SRX4374933,hg19,hcc1599
48490,SRX4374934,hg19,hcc1599
48491,SRX4374935,hg19,hcc1599
48492,SRX4374936,hg19,hcc1599
48493,SRX4374937,hg19,hcc1599
48494,SRX4374938,hg19,hcc1599
48495,SRX4374939,hg19,hcc1599
48496,SRX4374940,hg19,hcc1599
48497,SRX4374941,hg19,hcc1599
48498,SRX4374942,hg19,hcc1599
48499,SRX4374943,hg19,hcc1599
48500,SRX4374944,hg19,hcc1599
48501,SRX4374945,hg19,hcc1599
48561,SRX4377528,hg19,mdamb231
48562,SRX4377529,hg19,mdamb231
48563,SRX4377530,hg19,mdamb231
48564,SRX4377531,hg19,mdamb231
48565,SRX4377532,hg19,mdamb231
48566,SRX4377533,hg19,mdamb231
48567,SRX4377534,hg19,mdamb231
48568,SRX4377535,hg19,mdamb231
48569,SRX4377536,hg19,mdamb231
48570,SRX4377537,hg19,mdamb231
48571,SRX4377538,hg19,mdamb231
48572,SRX4377539,hg19,mdamb231
48573,SRX4377540,hg19,mdamb231
48574,SRX4377541,hg19,mdamb231
48575,SRX4377542,hg19,mdamb231
48576,SRX4377543,hg19,sum159
48577,SRX4377544,hg19,sum159
48578,SRX4377545,hg19,sum159
48579,SRX4377546,hg19,sum159
48580,SRX4377547,hg19,hcc1806
48581,SRX4377548,hg19,hcc1806
48582,SRX4377549,hg19,hcc1806
48583,SRX4377550,hg19,hcc1806
48584,SRX4377551,hg19,mdamb231
48585,SRX4377552,hg19,mdamb231
48586,SRX4377553,hg19,mdamb231
48587,SRX4377554,hg19,mdamb231
48588,SRX4377555,hg19,mdamb231
48589,SRX4377556,hg19,mdamb231
48590,SRX4377557,hg19,mdamb231
48591,SRX4377558,hg19,mdamb231
48592,SRX4377559,hg19,mdamb231
48593,SRX4377560,hg19,mdamb231
48594,SRX4377561,hg19,mdamb231
48595,SRX4377562,hg19,mdamb231
48596,SRX4377563,hg19,mdamb231
48757,SRX4394537,hg19,jb6
48758,SRX4394538,hg19,jb6
48759,SRX4394539,hg19,jb6
48760,SRX4394540,hg19,jb6
48761,SRX4394541,hg19,jb6
48784,SRX4397509,hg19,u2os
48785,SRX4397510,hg19,u2os
48786,SRX4397511,hg19,u2os
48812,SRX4401059,hg19,bjab
48813,SRX4401060,hg19,bjab
48814,SRX4401061,hg19,bjab
48815,SRX4401062,hg19,bjab
48816,SRX4401063,hg19,bjab
48817,SRX4401064,hg19,bjab
48818,SRX4401065,hg19,bjab
48819,SRX4401066,hg19,bjab
48820,SRX4401067,hg19,bjab
48821,SRX4401068,hg19,bjab
48822,SRX4401069,hg19,bjab
48823,SRX4401070,hg19,bjab
48824,SRX4401071,hg19,bjab
48825,SRX4401072,hg19,bjab
48899,SRX4405898,hg19,h9
48900,SRX4405899,hg19,h9
48901,SRX4405900,hg19,h9
48902,SRX4405901,hg19,h9
48906,SRX4409636,hg19,ht1080 cells
48907,SRX4409637,hg19,ht1080 cells
48908,SRX4409638,hg19,ht1080 cells
48909,SRX4409639,hg19,ht1080 cells
48910,SRX4409640,hg19,ht1080 cells
48911,SRX4409641,hg19,ht1080 cells
48912,SRX4409642,hg19,ht1080 cells
48913,SRX4411662,hg19,lncap
48914,SRX4411663,hg19,lncap
48915,SRX4411664,hg19,lncap
48916,SRX4411665,hg19,lncap
48917,SRX4411666,hg19,lncap
48918,SRX4411667,hg19,lncap
48919,SRX4411668,hg19,lncap
48920,SRX4411669,hg19,lncap
48921,SRX4411670,hg19,lncap
48922,SRX4411671,hg19,lncap
48923,SRX4411672,hg19,lncap
48924,SRX4411673,hg19,lncap
48925,SRX4411674,hg19,lncap
48926,SRX4411675,hg19,lncap
48927,SRX4411676,hg19,lncap
48928,SRX4411677,hg19,lncap
48947,SRX4417022,hg19,mcf7
48948,SRX4417023,hg19,mcf7
48949,SRX4417024,hg19,mcf7
48950,SRX4417025,hg19,mcf7
48951,SRX4417026,hg19,mcf7
48952,SRX4417027,hg19,mcf7
49019,SRX4457301,hg19,hl60
49020,SRX4457302,hg19,hl60
49021,SRX4457303,hg19,hl60
49022,SRX4457304,hg19,hl60
49023,SRX4457305,hg19,hl60
49024,SRX4457306,hg19,hl60
49025,SRX4457307,hg19,hl60
49026,SRX4457308,hg19,hl60
49027,SRX4457309,hg19,hl60
49028,SRX4457310,hg19,hl60
49029,SRX4457311,hg19,hl60
49030,SRX4457312,hg19,hl60
49031,SRX4457313,hg19,hl60
49032,SRX4457314,hg19,hl60
49033,SRX4457315,hg19,hl60
49034,SRX4457316,hg19,hl60
49035,SRX4466278,hg19,reh
49036,SRX4466279,hg19,reh
49037,SRX4466280,hg19,reh
49038,SRX4466281,hg19,reh
49039,SRX4466282,hg19,reh
49040,SRX4466283,hg19,reh
49041,SRX4466284,hg19,reh
49042,SRX4466285,hg19,reh
49100,SRX4472706,hg19,hela
49101,SRX4472707,hg19,hela
49102,SRX4472708,hg19,hela
49103,SRX4472709,hg19,hela
49161,SRX4483397,hg19,hek293
49162,SRX4483398,hg19,hek293
49163,SRX4483399,hg19,hek293
49164,SRX4483400,hg19,hek293
49165,SRX4483401,hg19,hek293
49166,SRX4483402,hg19,hek293
49167,SRX4483403,hg19,hek293
49168,SRX4483404,hg19,hek293
49169,SRX4483405,hg19,hek293
49170,SRX4483406,hg19,hek293
49171,SRX4483407,hg19,hek293
49172,SRX4483408,hg19,hek293
49173,SRX4483409,hg19,hek293
49174,SRX4483410,hg19,hek293
49175,SRX4483411,hg19,hek293
49176,SRX4483412,hg19,hek293
49270,SRX4493008,hg19,k562 cells
49271,SRX4493009,hg19,k562 cells
49272,SRX4493010,hg19,k562 cells
49273,SRX4493011,hg19,k562 cells
49274,SRX4493012,hg19,k562 cells
49275,SRX4493013,hg19,k562 cells
49276,SRX4493014,hg19,k562 cells
49277,SRX4493015,hg19,k562 cells
49278,SRX4493016,hg19,k562 cells
49279,SRX4493017,hg19,k562 cells
49280,SRX4493018,hg19,k562 cells
49281,SRX4493019,hg19,k562 cells
49282,SRX4493020,hg19,k562 cells
49283,SRX4493021,hg19,k562 cells
49360,SRX451040,hg19,cyt49
49361,SRX451041,hg19,cyt49
49362,SRX451042,hg19,cyt49
49363,SRX451043,hg19,cyt49
49364,SRX451044,hg19,cyt49
49365,SRX451045,hg19,cyt49
49366,SRX451047,hg19,cyt49
49367,SRX451048,hg19,cyt49
49368,SRX451049,hg19,cyt49
49369,SRX451050,hg19,cyt49
49370,SRX451054,hg19,cyt49
49371,SRX451055,hg19,cyt49
49372,SRX451056,hg19,cyt49
49373,SRX451057,hg19,cyt49
49374,SRX451058,hg19,cyt49
49375,SRX451059,hg19,cyt49
49376,SRX451061,hg19,cyt49
49377,SRX451062,hg19,cyt49
49378,SRX451063,hg19,cyt49
49379,SRX451064,hg19,cyt49
49380,SRX451065,hg19,cyt49
49381,SRX451066,hg19,cyt49
49382,SRX451068,hg19,cyt49
49383,SRX451069,hg19,cyt49
49384,SRX451070,hg19,cyt49
49385,SRX451071,hg19,cyt49
49386,SRX451072,hg19,cyt49
49387,SRX451073,hg19,cyt49
49388,SRX451075,hg19,cyt49
49389,SRX451076,hg19,cyt49
49390,SRX451077,hg19,cyt49
49391,SRX451078,hg19,cyt49
49394,SRX451081,hg19,cyt49
49395,SRX451082,hg19,cyt49
49438,SRX4525848,hg19,ttc1240
49439,SRX4525849,hg19,ttc1240
49440,SRX4525850,hg19,ttc1240
49441,SRX4525851,hg19,ttc1240
49442,SRX4525852,hg19,ttc1240
49443,SRX4525853,hg19,ttc1240
